证券代码,证券简称,行业名称,总市值,区间涨跌幅
300727.SZ,润禾材料,基础化工,"4,133,750,400.00",121.5389
300729.SZ,乐歌股份,轻工制造,"5,829,468,477.60",187.4339
300730.SZ,科创信息,计算机,"2,423,080,609.60",6.9309
300731.SZ,科创新源,通信,"2,642,988,906.99",-29.89
300732.SZ,设研院,建筑,"3,044,697,286.80",-5.7405
300733.SZ,西菱动力,汽车,"3,094,400,000.00",68.3288
300735.SZ,光弘科技,通信,"10,620,055,555.20",-25.5467
300736.SZ,百邦科技,通信,"1,176,368,440.80",-17.0037
300737.SZ,科顺股份,建材,"12,737,842,076.36",84.0989
300738.SZ,奥飞数据,计算机,"7,085,869,083.36",63.7175
300739.SZ,明阳电路,电子,"5,354,428,293.00",1.7989
300740.SZ,御家汇,基础化工,"6,782,497,870.50",73.8672
300741.SZ,华宝股份,食品饮料,"33,423,807,600.00",87.2405
300742.SZ,越博动力,汽车,"1,867,480,980.30",7.5984
300743.SZ,天地数码,计算机,"1,543,640,119.00",-22.0004
300745.SZ,欣锐科技,电力设备及新能源,"2,265,490,799.04",-13.198
300746.SZ,汉嘉设计,建筑,"2,641,138,437.60",-13.3518
300747.SZ,锐科激光,电子,"23,621,760,000.00",4.5692
300748.SZ,金力永磁,有色金属,"14,733,877,570.72",-8.7987
300749.SZ,顶固集创,轻工制造,"1,891,661,868.00",-25.8209
300750.SZ,宁德时代,电力设备及新能源,"717,478,000,624.00",189.9033
300751.SZ,迈为股份,机械,"33,991,880,000.00",364.025
300752.SZ,隆利科技,电子,"4,329,303,767.40",27.4316
300753.SZ,爱朋医疗,医药,"2,594,488,000.00",-20.5167
300755.SZ,华致酒行,商贸零售,"10,803,414,528.00",14.979
300756.SZ,中山金马,机械,"2,226,941,808.00",-11.3006
300757.SZ,罗博特科,机械,"3,744,000,000.00",11.1076
300758.SZ,七彩化学,基础化工,"4,261,012,560.00",10.4303
300759.SZ,康龙化成,医药,"92,851,397,763.51",131.2643
300760.SZ,迈瑞医疗,医药,"488,221,612,425.60",122.0242
300761.SZ,立华股份,农林牧渔,"12,831,267,600.00",-45.174
300762.SZ,上海瀚讯,国防军工,"8,578,689,975.00",19.0464
300763.SZ,锦浪科技,电力设备及新能源,"20,324,049,889.17",476.6919
300765.SZ,新诺威,医药,"7,623,000,000.00",7.0791
300766.SZ,每日互动,传媒,"6,385,596,000.00",-51.2746
300767.SZ,震安科技,基础化工,"10,267,200,000.00",112.5174
300768.SZ,迪普科技,计算机,"14,544,363,600.00",-0.0124
300769.SZ,德方纳米,基础化工,"13,891,828,190.00",144.9795
300770.SZ,新媒股份,传媒,"15,638,015,321.28",-5.8975
300771.SZ,智莱科技,计算机,"4,521,600,000.00",-28.588
300772.SZ,运达股份,电力设备及新能源,"4,576,957,200.00",-11.1075
300773.SZ,拉卡拉,综合金融,"22,664,566,600.00",-25.7322
300775.SZ,三角防务,国防军工,"18,437,555,000.00",12.0094
300776.SZ,帝尔激光,电子,"15,389,702,910.40",57.0968
300777.SZ,中简科技,国防军工,"19,064,476,600.00",54.7013
300778.SZ,新城市,建筑,"2,555,000,000.00",-24.7407
300779.SZ,惠城环保,电力及公用事业,"1,751,000,000.00",-44.0465
300780.SZ,德恩精工,机械,"2,422,988,400.00",-28.4801
300781.SZ,因赛集团,传媒,"2,536,242,600.00",-7.0603
300782.SZ,卓胜微,电子,"104,353,200,000.00",154.6583
300783.SZ,三只松鼠,食品饮料,"16,180,350,000.00",-37.1231
300785.SZ,值得买,商贸零售,"7,337,727,747.75",-13.9646
300786.SZ,国林科技,机械,"1,938,633,600.00",-31.5542
300787.SZ,海能实业,电子,"5,330,888,400.00",-32.8109
300788.SZ,中信出版,传媒,"7,874,174,236.15",-18.1257
300789.SZ,唐源电气,计算机,"2,157,051,224.69",-46.2385
300790.SZ,宇瞳光学,电子,"3,708,602,891.60",-25.4212
300791.SZ,仙乐健康,食品饮料,"10,116,000,000.00",105.8238
300792.SZ,壹网壹创,商贸零售,"15,535,746,540.00",10.023
300793.SZ,佳禾智能,电子,"4,968,397,440.00",-37.9774
300795.SZ,米奥会展,消费者服务,"1,886,088,120.00",-30.5082
300796.SZ,贝斯美,基础化工,"2,375,751,500.00",-20.0385
300797.SZ,钢研纳克,机械,"3,946,380,000.00",-25.3329
300798.SZ,锦鸡股份,基础化工,"4,499,156,137.65",-33.245
300799.SZ,左江科技,计算机,"5,737,500,000.00",-19.5937
300800.SZ,力合科技,机械,"4,419,200,000.00",-26.8129
300801.SZ,泰和科技,基础化工,"4,423,680,000.00",-1.1291
300802.SZ,矩子科技,机械,"4,935,306,403.16",-3.1925
300803.SZ,指南针,计算机,"12,109,499,970.10",-20.9233
300805.SZ,电声股份,传媒,"7,829,755,000.00",-32.1295
300806.SZ,斯迪克,基础化工,"6,027,972,278.04",26.9916
300807.SZ,天迈科技,计算机,"2,340,859,500.00",-35.6673
300808.SZ,久量股份,电子,"2,580,800,000.00",-33.7181
300809.SZ,华辰装备,机械,"2,788,468,400.00",-33.7902
300810.SZ,中科海讯,国防军工,"2,895,373,000.00",-49.5116
300811.SZ,铂科新材,有色金属,"4,026,240,000.00",69.0865
300812.SZ,易天股份,电子,"2,914,439,280.80",22.8377
300813.SZ,泰林生物,机械,"2,530,419,300.00",85.8742
300815.SZ,玉禾田,电力及公用事业,"12,407,560,000.00",111.0822
300816.SZ,艾可蓝,汽车,"6,541,600,000.00",180.7674
300817.SZ,双飞股份,机械,"2,752,983,360.00",24.4664
300818.SZ,耐普矿机,机械,"2,166,500,000.00",2.2856
300819.SZ,聚杰微纤,纺织服装,"4,027,540,300.00",86.5899
300820.SZ,英杰电气,电力设备及新能源,"5,216,049,000.00",70.9147
300821.SZ,东岳硅材,基础化工,"13,596,000,000.00",16.8916
300822.SZ,贝仕达克,电子,"4,742,548,200.00",32.227
300823.SZ,建科机械,机械,"2,575,681,775.23",16.0846
300824.SZ,北鼎股份,家电,"6,015,458,000.00",227.2529
300825.SZ,阿尔特,汽车,"7,934,900,968.28",193.6652
300826.SZ,测绘股份,建筑,"2,418,400,000.00",-8.2549
300827.SZ,上能电气,电力设备及新能源,"5,263,885,808.00",130.3594
300828.SZ,锐新科技,机械,"3,183,783,600.00",64.9247
300829.SZ,金丹科技,基础化工,"10,264,565,553.72",180.2404
300830.SZ,金现代,计算机,"5,281,935,000.00",93.6909
300831.SZ,派瑞股份,电子,"6,137,600,000.00",235.2209
300832.SZ,新产业,医药,"54,793,068,000.00",196.7143
300833.SZ,浩洋股份,机械,"3,806,520,780.00",-39.8214
300835.SZ,龙磁科技,有色金属,"3,476,257,300.00",72.3894
300836.SZ,佰奥智能,机械,"2,343,094,600.40",17.2252
300837.SZ,浙矿股份,机械,"4,736,000,000.00",87.1937
300838.SZ,浙江力诺,机械,"2,544,104,400.00",20.232
300839.SZ,博汇股份,石油石化,"2,534,480,000.00",5.0891
300840.SZ,酷特智能,纺织服装,"4,104,000,000.00",100
300841.SZ,康华生物,医药,"25,763,400,000.00",323.7541
300842.SZ,帝科股份,电子,"6,594,000,000.00",186.9452
300843.SZ,胜蓝股份,电子,"4,276,408,000.00",99.306
300845.SZ,捷安高科,计算机,"2,813,163,760.00",19.9685
300846.SZ,首都在线,计算机,"8,896,771,071.51",346.6894
300847.SZ,中船汉光,基础化工,"4,548,687,000.00",130.7307
300848.SZ,美瑞新材,基础化工,"3,106,822,000.00",14.8349
300849.SZ,锦盛新材,轻工制造,"2,422,000,000.00",20.1985
300850.SZ,新强联,机械,"17,410,500,000.00",480.1837
300851.SZ,交大思诺,机械,"2,990,508,960.00",-16.0898
300852.SZ,四会富仕,电子,"5,069,922,746.00",88.0487
300853.SZ,申昊科技,电力设备及新能源,"5,219,294,320.00",46.6686
300855.SZ,图南股份,钢铁,"8,978,000,000.00",196.6953
300856.SZ,科思股份,基础化工,"5,890,078,400.00",18.8202
300857.SZ,协创数据,电子,"5,886,896,787.00",112.8454
300858.SZ,科拓生物,食品饮料,"4,868,543,828.00",72.8684
300859.SZ,西域旅游,消费者服务,"2,957,400,000.00",84.3478
300860.SZ,锋尚文化,建筑,"9,168,540,790.97",-35.5899
300861.SZ,美畅股份,机械,"20,804,520,100.00",-25.7636
300862.SZ,蓝盾光电,机械,"5,088,860,598.70",-40.337
300863.SZ,卡倍亿,汽车,"5,843,334,000.00",-33.2281
300864.SZ,南大环境,电力及公用事业,"4,394,400,000.00",-44.856
300865.SZ,大宏立,机械,"3,632,012,800.00",-42.4848
300866.SZ,安克创新,电子,"70,287,521,178.58",17.7584
300867.SZ,圣元环保,电力及公用事业,"8,970,172,159.53",-27.8943
300868.SZ,杰美特,电子,"5,857,280,000.00",-39.2055
300869.SZ,康泰医学,医药,"47,733,459,840.00",0.678
300870.SZ,欧陆通,电子,"6,843,144,000.00",-20.4471
300871.SZ,回盛生物,农林牧渔,"4,329,664,965.24",-36.6532
300872.SZ,天阳科技,计算机,"8,681,713,639.20",-49.51
300873.SZ,海晨股份,交通运输,"5,390,666,693.62",-30.2811
300875.SZ,捷强装备,国防军工,"6,761,884,542.15",-39.2759
300876.SZ,蒙泰高新,石油石化,"3,558,720,000.00",-38.7779
300877.SZ,金春股份,纺织服装,"6,168,000,000.00",-12.585
300878.SZ,维康药业,医药,"3,994,604,116.88",-38.7216
300879.SZ,大叶股份,机械,"4,440,000,000.00",-60.3515
300880.SZ,迦南智能,电力设备及新能源,"4,696,939,200.00",-54.3782
300881.SZ,盛德鑫泰,钢铁,"3,399,000,000.00",-56.4231
300882.SZ,万胜智能,电力设备及新能源,"4,060,282,788.00",-31.7473
300883.SZ,龙利得,轻工制造,"5,079,280,000.00",-34.6684
300884.SZ,狄耐克,电子,"5,043,600,000.00",-45.1305
300885.SZ,海昌新材,机械,"2,772,800,000.00",-33.8297
300886.SZ,华业香料,基础化工,"2,696,023,500.00",-48.7908
300887.SZ,谱尼测试,机械,"5,760,800,000.00",-31.6501
300888.SZ,稳健医疗,纺织服装,"71,974,841,898.08",33.6713
300889.SZ,爱克股份,电子,"4,839,120,000.00",-51.622
300890.SZ,翔丰华,基础化工,"5,100,000,000.00",-15
300891.SZ,惠云钛业,基础化工,"7,048,000,000.00",-22.8546
300892.SZ,品渥食品,食品饮料,"6,100,000,000.00",-20.7792
300893.SZ,松原股份,汽车,"3,780,000,000.00",-8.0292
300895.SZ,铜牛信息,计算机,"4,665,233,916.50",-30.3662
300896.SZ,爱美客,医药,"73,562,400,000.00",79.9471
300897.SZ,山科智能,机械,"2,704,360,000.00",-31.9938
300898.SZ,熊猫乳品,食品饮料,"5,792,040,000.00",-24.8431
300899.SZ,上海凯鑫,电力及公用事业,"2,837,088,567.68",-42.9744
300900.SZ,广联航空,国防军工,"9,038,217,600.00",-40.5312
300901.SZ,中胤时尚,纺织服装,"4,946,400,000.00",-50.1331
300902.SZ,国安达,机械,"4,209,262,200.00",-46.7799
300903.SZ,科翔股份,电子,"7,264,033,802.10",-27.1013
300905.SZ,宝丽迪,基础化工,"4,029,120,000.00",-45.1695
300906.SZ,日月明,机械,"2,930,400,000.00",-44.272
300907.SZ,康平科技,机械,"3,474,240,000.00",-39.6934
300908.SZ,仲景食品,食品饮料,"7,730,000,000.00",-36.0099
300909.SZ,汇创达,电子,"5,253,200,875.78",-42.2646
300910.SZ,瑞丰新材,基础化工,"9,300,000,000.00",-39.8058
300911.SZ,亿田智能,家电,"4,172,801,304.00",-38.9608
300912.SZ,凯龙高科,电力及公用事业,"4,232,390,400.00",-40.0286
300913.SZ,兆龙互连,电子,"3,739,925,000.00",-27.3441
300915.SZ,海融科技,食品饮料,"4,747,800,000.00",-44.8571
300916.SZ,朗特智能,家电,"4,400,643,000.00",-37.3066
300917.SZ,特发服务,房地产,"4,345,000,000.00",-8.7185
300918.SZ,南山智尚,纺织服装,"4,471,200,000.00",-29.4318
300919.SZ,中伟股份,基础化工,"41,726,862,500.00",-13.8235
300920.SZ,C润阳,基础化工,"3,830,000,000.00",-14.6233
300921.SZ,南凌科技,通信,"3,288,676,215.00",-26.5472
300922.SZ,C天秦,国防军工,"4,009,886,400.00",-4.0214
300923.SZ,C研奥,机械,"3,144,000,000.00",-19.7754
300999.SZ,金龙鱼,农林牧渔,"531,207,538,697.28",74.9643
600000.SH,浦发银行,银行,"279,725,838,230.31",-18.7641
600004.SH,白云机场,交通运输,"31,643,023,443.71",-22.6209
600006.SH,东风汽车,汽车,"18,320,000,000.00",103.3493
600007.SH,中国国贸,房地产,"12,238,482,788.10",-28.7582
600008.SH,首创股份,电力及公用事业,"20,627,059,802.37",-6.5191
600009.SH,上海机场,交通运输,"140,571,618,781.60",-6.4236
600010.SH,包钢股份,钢铁,"52,878,637,871.68",-12.1212
600011.SH,华能国际,电力及公用事业,"61,369,191,414.81",-15.6472
600012.SH,皖通高速,交通运输,"8,885,473,779.92",5.7997
600015.SH,华夏银行,银行,"94,631,427,495.45",-16.5259
600016.SH,民生银行,银行,"213,817,329,464.59",-13.0968
600017.SH,日照港,交通运输,"8,919,396,275.20",0.4473
600018.SH,上港集团,交通运输,"106,830,640,136.50",-17.556
600019.SH,宝钢股份,钢铁,"130,944,352,182.00",8.6475
600020.SH,中原高速,交通运输,"7,596,116,792.16",-21.9877
600021.SH,上海电力,电力及公用事业,"18,817,410,576.43",-9.097
600022.SH,山东钢铁,钢铁,"15,653,565,950.88",0
600023.SH,浙能电力,电力及公用事业,"49,506,511,556.32",-3.0303
600025.SH,华能水电,电力及公用事业,"80,820,000,000.00",10.945
600026.SH,中远海能,交通运输,"26,550,725,624.25",5.4145
600027.SH,华电国际,电力及公用事业,"30,417,252,632.69",-4.1066
600028.SH,中国石化,石油石化,"459,520,545,843.88",-16.1884
600029.SH,南方航空,交通运输,"80,452,765,264.41",-19.7772
600030.SH,中信证券,非银行金融,"331,717,483,595.84",13.0321
600031.SH,三一重工,机械,"283,682,189,049.33",99.9791
600033.SH,福建高速,交通运输,"7,190,328,000.00",-13.1175
600035.SH,楚天高速,交通运输,"4,685,437,271.91",-10.2297
600036.SH,招商银行,银行,"1,070,909,286,489.66",17.5032
600037.SH,歌华有线,传媒,"13,040,958,773.08",8.5683
600038.SH,中直股份,国防军工,"34,195,544,295.16",22.1655
600039.SH,四川路桥,建筑,"21,260,187,786.05",34.7183
600048.SH,保利地产,房地产,"188,609,623,290.16",2.8487
600050.SH,中国联通,通信,"139,260,023,736.63",-22.8357
600051.SH,宁波联合,综合,"2,763,723,200.00",51.6777
600052.SH,浙江广厦,房地产,"2,481,932,538.54",-33.0513
600053.SH,九鼎投资,综合金融,"8,774,865,792.00",-20.409
600054.SH,黄山旅游,消费者服务,"5,515,824,403.12",-3.4659
600055.SH,万东医疗,医药,"5,532,549,715.77",-0.5673
600056.SH,中国医药,医药,"15,097,700,595.42",10.4169
600057.SH,厦门象屿,交通运输,"12,858,426,346.60",49.462
600058.SH,五矿发展,钢铁,"7,556,970,512.55",-12.0948
600059.SH,古越龙山,食品饮料,"12,677,658,907.20",86.2653
600060.SH,海信视像,家电,"14,458,717,503.10",2.8649
600061.SH,国投资本,非银行金融,"55,798,112,396.40",-11.7872
600062.SH,华润双鹤,医药,"12,445,825,880.30",-6.5357
600063.SH,皖维高新,基础化工,"6,856,185,103.52",-7.5424
600064.SH,南京高科,房地产,"12,557,321,982.08",8.3696
600066.SH,宇通客车,汽车,"37,282,736,515.32",27.466
600067.SH,冠城大通,房地产,"5,401,440,824.50",-9.0452
600068.SH,葛洲坝,建筑,"30,207,339,822.72",0.5843
600070.SH,浙江富润,综合,"4,321,713,857.04",-13.7159
600071.SH,凤凰光学,电子,"3,305,677,456.86",2.4433
600072.SH,中船科技,机械,"9,534,435,984.85",-2.8483
600073.SH,上海梅林,食品饮料,"9,480,444,961.92",28.3683
600075.SH,新疆天业,基础化工,"7,573,683,500.66",10.0791
600076.SH,康欣新材,轻工制造,"3,806,091,994.72",-16.1731
600077.SH,宋都股份,房地产,"4,167,780,433.86",5.3176
600078.SH,澄星股份,基础化工,"2,584,034,157.90",-24.2656
600079.SH,人福医药,医药,"49,532,312,793.04",137.8242
600080.SH,ST金花,医药,"2,112,709,813.10",-5.5965
600081.SH,东风科技,汽车,"5,233,316,400.00",46.1171
600082.SH,海泰发展,综合,"1,931,886,319.74",-25.6219
600083.SH,*ST博信,计算机,"1,363,900,000.00",-72.1596
600084.SH,ST中葡,食品饮料,"2,562,097,172.40",-12.3077
600085.SH,同仁堂,医药,"32,023,830,617.70",-16.332
600086.SH,*ST金钰,商贸零售,"1,161,000,000.00",-68.9531
600088.SH,中视传媒,传媒,"4,537,830,024.00",-13.819
600089.SH,特变电工,电力设备及新能源,"36,288,835,948.53",50.2658
600090.SH,*ST济堂,医药,"2,116,304,529.15",-64.8325
600091.SH,ST明科,基础化工,"804,839,044.16",-50.6702
600093.SH,易见股份,综合金融,"8,833,661,825.00",-43.6246
600094.SH,大名城,房地产,"9,661,158,439.14",-30.7655
600095.SH,湘财股份,综合,"34,624,494,695.54",31.5962
600096.SH,云天化,基础化工,"8,027,910,108.94",6.2264
600097.SH,开创国际,农林牧渔,"2,443,096,708.26",3.5173
600098.SH,广州发展,电力及公用事业,"17,720,277,627.00",0.2349
600099.SH,林海股份,汽车,"1,336,632,000.00",-7.6291
600100.SH,同方股份,计算机,"18,168,700,569.63",-29.8515
600101.SH,明星电力,电力及公用事业,"2,490,667,079.70",-14.428
600103.SH,青山纸业,轻工制造,"4,381,053,833.30",-8.2126
600104.SH,上汽集团,汽车,"278,300,049,714.30",5.0139
600105.SH,永鼎股份,通信,"4,667,305,522.14",-23.0788
600106.SH,重庆路桥,交通运输,"3,561,787,166.16",-3.0966
600107.SH,美尔雅,纺织服装,"3,312,000,000.00",35.0954
600108.SH,亚盛集团,农林牧渔,"7,086,771,040.44",25.0859
600109.SH,国金证券,非银行金融,"46,544,889,780.90",66.25
600110.SH,诺德股份,电子,"12,128,291,578.20",85.4701
600111.SH,北方稀土,有色金属,"44,686,711,800.00",13.4686
600112.SH,ST天成,电力设备及新能源,"595,769,669.82",-44.2857
600113.SH,浙江东日,商贸零售,"2,633,159,424.00",-10.0494
600114.SH,东睦股份,机械,"4,783,181,720.72",-7.657
600115.SH,东方航空,交通运输,"65,537,614,424.43",-21.3329
600116.SH,三峡水利,电力及公用事业,"15,832,543,245.12",10.3683
600117.SH,西宁特钢,钢铁,"3,919,193,445.00",5.042
600118.SH,中国卫星,国防军工,"37,272,057,535.20",47.8952
600119.SH,ST长投,交通运输,"2,382,350,000.00",42.4632
600120.SH,浙江东方,综合金融,"13,256,248,128.90",-3.9911
600121.SH,郑州煤电,煤炭,"10,015,346,952.36",246.8354
600122.SH,*ST宏图,商贸零售,"1,262,501,601.50",-58.8679
600123.SH,兰花科创,煤炭,"6,488,832,000.00",-7.8477
600125.SH,铁龙物流,交通运输,"8,525,057,837.22",11.4054
600126.SH,杭钢股份,钢铁,"17,628,927,013.26",8.7785
600127.SH,金健米业,农林牧渔,"7,187,972,041.60",179.3017
600128.SH,弘业股份,综合,"1,571,908,975.00",-14.783
600129.SH,太极集团,医药,"7,423,353,617.52",17.2383
600130.SH,波导股份,通信,"2,880,000,000.00",2.459
600131.SH,国网信通,计算机,"16,926,786,743.04",-28.1659
600132.SH,重庆啤酒,食品饮料,"55,830,917,401.28",127.1208
600133.SH,东湖高新,房地产,"4,398,944,410.56",3.5286
600135.SH,乐凯胶片,基础化工,"3,939,546,544.88",0.9074
600136.SH,当代文体,传媒,"3,811,713,421.96",-46.9919
600137.SH,浪莎股份,纺织服装,"1,301,743,503.32",-13.5066
600138.SH,中青旅,消费者服务,"7,238,400,000.00",-20.319
600139.SH,西部资源,综合,"2,362,949,113.56",1.7094
600141.SH,兴发集团,基础化工,"11,977,501,494.10",5.1813
600143.SH,金发科技,基础化工,"43,751,579,831.00",135.2815
600145.SH,*ST新亿,商贸零售,"1,923,519,490.20",-54.7368
600146.SH,*ST环球,纺织服装,"516,967,000.00",-91.8519
600148.SH,长春一东,汽车,"2,023,685,235.00",8.077
600149.SH,ST坊展,综合,"1,756,339,200.00",-13.6449
600150.SH,中国船舶,机械,"78,670,021,853.22",-19.1636
600151.SH,航天机电,电力设备及新能源,"12,262,857,053.85",80.3797
600152.SH,维科技术,综合,"2,954,859,010.74",3.8462
600153.SH,建发股份,交通运输,"23,567,037,321.90",-2.9982
600155.SH,华创阳安,非银行金融,"21,309,568,938.00",-12.6871
600156.SH,华升股份,纺织服装,"1,644,632,771.18",-8.5011
600157.SH,*ST永泰,煤炭,"30,216,159,237.20",-4.8951
600158.SH,中体产业,传媒,"11,533,347,065.34",20.2685
600159.SH,大龙地产,房地产,"2,099,908,176.96",1.2572
600160.SH,巨化股份,基础化工,"21,894,940,716.91",13.4514
600161.SH,天坛生物,医药,"53,501,873,165.20",83.3943
600162.SH,香江控股,房地产,"6,451,984,705.60",-14.0522
600163.SH,中闽能源,电力设备及新能源,"6,402,458,324.52",9.5376
600165.SH,新日恒力,机械,"4,944,860,855.50",86.5633
600166.SH,福田汽车,汽车,"20,514,599,186.64",49.2823
600167.SH,联美控股,电力及公用事业,"25,581,175,730.50",-13.7749
600168.SH,武汉控股,电力及公用事业,"4,867,648,087.12",4.0716
600169.SH,太原重工,机械,"5,589,421,900.00",-6.4378
600170.SH,上海建工,建筑,"26,713,193,184.00",-11.535
600171.SH,上海贝岭,电子,"9,512,683,005.14",-13.6656
600172.SH,黄河旋风,机械,"4,514,037,409.88",7.5601
600173.SH,卧龙地产,房地产,"3,336,708,801.44",-5.612
600176.SH,中国巨石,建材,"69,345,675,610.20",85.3427
600177.SH,雅戈尔,纺织服装,"32,819,631,078.57",5.0513
600178.SH,东安动力,汽车,"3,419,392,000.00",54.1667
600179.SH,*ST安通,交通运输,"17,762,644,227.57",-1.0532
600180.SH,瑞茂通,交通运输,"5,377,165,784.56",-22.8687
600182.SH,S佳通,基础化工,"5,161,200,000.00",-5.9028
600183.SH,生益科技,电子,"63,477,704,256.12",34.4642
600184.SH,光电股份,国防军工,"5,382,689,539.08",-6.3144
600185.SH,格力地产,房地产,"13,479,537,952.20",35.124
600186.SH,莲花健康,食品饮料,"3,863,787,074.00",9.5774
600187.SH,国中水务,电力及公用事业,"3,969,444,307.20",-6.25
600188.SH,兖州煤业,煤炭,"39,680,766,810.00",0.5344
600189.SH,泉阳泉,农林牧渔,"8,682,501,437.68",219.4737
600190.SH,锦州港,交通运输,"5,832,261,182.14",1.3158
600191.SH,华资实业,农林牧渔,"3,229,647,120.00",28.2538
600192.SH,长城电工,电力设备及新能源,"2,230,827,400.00",-1.5441
600193.SH,ST创兴,建筑,"1,999,253,100.00",21.447
600195.SH,中牧股份,农林牧渔,"12,573,259,240.38",29.2425
600196.SH,复星医药,医药,"120,684,323,008.35",95.2724
600197.SH,伊力特,食品饮料,"12,021,487,715.46",76.2989
600198.SH,大唐电信,通信,"9,332,707,633.76",-1.029
600199.SH,金种子酒,食品饮料,"13,274,339,908.32",223.9165
600200.SH,江苏吴中,综合,"3,846,899,692.80",0.3717
600201.SH,生物股份,医药,"23,437,059,415.21",11.4358
600202.SH,哈空调,电力设备及新能源,"1,610,030,822.40",-13.2004
600203.SH,福日电子,电子,"4,441,230,477.60",52.0312
600206.SH,有研新材,电子,"11,048,403,162.60",7.1322
600207.SH,安彩高科,电力设备及新能源,"5,626,472,950.48",39.6146
600208.SH,新湖中宝,房地产,"26,485,978,090.88",-18.285
600209.SH,ST罗顿,建筑,"2,032,621,712.47",42.4615
600210.SH,紫江企业,轻工制造,"6,521,965,479.40",18.6761
600211.SH,西藏药业,医药,"16,192,820,526.33",193.877
600212.SH,*ST江泉,综合,"1,632,314,109.47",-22.7603
600213.SH,亚星客车,汽车,"1,865,600,000.00",-2.3041
600215.SH,*ST经开,房地产,"2,506,527,223.20",-17.0802
600216.SH,浙江医药,医药,"12,739,689,600.00",3.8504
600217.SH,中再资环,电力及公用事业,"8,193,092,713.80",15.2344
600218.SH,全柴动力,电力设备及新能源,"3,329,857,650.00",-18.568
600219.SH,南山铝业,有色金属,"38,002,531,233.60",45.4957
600220.SH,江苏阳光,纺织服装,"4,904,185,896.50",21.4604
600221.SH,海航控股,交通运输,"25,114,442,984.69",-13.2948
600222.SH,太龙药业,医药,"2,880,909,140.66",9.8468
600223.SH,鲁商发展,房地产,"8,655,769,147.74",2.6161
600225.SH,*ST松江,房地产,"1,262,915,030.25",-54.3919
600226.SH,*ST瀚叶,基础化工,"5,538,352,271.91",-43.6306
600227.SH,圣济堂,基础化工,"4,656,119,052.75",9.5618
600228.SH,ST昌九,基础化工,"2,681,065,200.00",77.476
600229.SH,城市传媒,传媒,"4,675,959,426.60",-3.8043
600230.SH,沧州大化,基础化工,"3,793,262,853.42",-10.6789
600231.SH,凌钢股份,钢铁,"6,816,863,547.78",-8.8159
600232.SH,金鹰股份,纺织服装,"1,991,363,250.24",-12.2098
600233.SH,圆通速递,交通运输,"36,211,659,535.50",-8.4719
600234.SH,ST山水,综合,"1,894,893,436.80",3.8846
600235.SH,民丰特纸,轻工制造,"1,742,448,000.00",-14.4828
600236.SH,桂冠电力,电力及公用事业,"35,549,523,887.02",-3.5787
600237.SH,铜峰电子,电子,"2,449,363,912.10",23.2955
600238.SH,ST椰岛,食品饮料,"3,540,780,000.00",33.4459
600239.SH,云南城投,房地产,"3,853,648,581.60",-16.955
600241.SH,*ST时万,商贸零售,"932,937,704.55",-37.5984
600242.SH,*ST中昌,传媒,"1,137,096,153.78",-68.3609
600243.SH,*ST海华,机械,"1,237,557,000.00",-35.7631
600246.SH,万通发展,房地产,"14,357,525,020.98",33.7583
600247.SH,*ST成城,商贸零售,"417,187,584.00",-66.1202
600248.SH,延长化建,建筑,"13,693,721,317.20",-0.6797
600249.SH,两面针,基础化工,"2,546,500,000.00",1.3129
600250.SH,南纺股份,商贸零售,"1,680,312,885.39",-16.2539
600251.SH,冠农股份,农林牧渔,"5,737,195,078.48",33.8828
600252.SH,中恒集团,医药,"10,703,330,012.76",-3.7773
600255.SH,*ST鑫科,有色金属,"3,273,748,076.75",18.5897
600256.SH,广汇能源,石油石化,"19,248,993,423.00",-13.8973
600257.SH,大湖股份,农林牧渔,"2,444,684,915.04",17.5926
600258.SH,首旅酒店,消费者服务,"20,011,115,260.12",-1.3261
600259.SH,广晟有色,有色金属,"8,716,050,164.08",-16.9399
600260.SH,凯乐科技,通信,"10,849,331,673.60",-19.8231
600261.SH,阳光照明,家电,"5,329,217,753.10",-19.1284
600262.SH,北方股份,机械,"2,682,600,000.00",-12.5634
600265.SH,ST景谷,农林牧渔,"2,440,240,000.00",-22.2176
600266.SH,城建发展,房地产,"11,553,472,512.00",-21.2365
600267.SH,海正药业,医药,"16,056,794,532.46",68.3475
600268.SH,国电南自,电力设备及新能源,"5,214,488,880.00",46.8151
600269.SH,赣粤高速,交通运输,"7,917,029,777.46",-14.5536
600271.SH,航天信息,计算机,"22,919,742,686.65",-45.9163
600272.SH,开开实业,医药,"1,382,560,816.00",-7.2807
600273.SH,嘉化能源,电力设备及新能源,"13,295,739,439.04",-14.4822
600275.SH,ST昌鱼,农林牧渔,"1,251,739,605.48",12.3288
600276.SH,恒瑞医药,医药,"577,318,321,199.48",48.8182
600277.SH,亿利洁能,基础化工,"8,271,599,249.98",-31.982
600278.SH,东方创业,商贸零售,"7,390,589,732.28",-19.265
600279.SH,重庆港九,交通运输,"4,640,647,166.53",-13.8874
600280.SH,*ST中商,商贸零售,"2,721,553,646.64",-14.7482
600281.SH,太化股份,基础化工,"1,985,591,816.50",-6.3107
600282.SH,南钢股份,钢铁,"19,173,241,560.72",-0.3995
600283.SH,钱江水利,电力及公用事业,"3,544,077,410.32",-4.0153
600284.SH,浦东建设,建筑,"5,811,833,440.00",-3.5495
